reviewer_name,review_date,product_star,reviewer_header_comment,reviewer_detail_comment
Nicolas ," June 12, 2023",Rating: 5,,Love it
Aaron ," June 7, 2023",Rating: 5,Great,Amazing keyboard
Rasmus ," March 16, 2023",Rating: 5,Overthrilled :),"Have a kid who is more than extatic about me retrieving the keyboard for him, he now wishes for the mouse pad with same illustration, only positive feedback from us also quality wise. Only issue is that we live in DK and has to pay extra for import."
Jonathan ," June 5, 2023",Rating: 5,amazing,feels great
Mailow ," May 16, 2023",Rating: 5,L,Best Keyboard i had But the Shiping is Not cheap
Asim ," April 11, 2023",Rating: 5,,I really enjoy the 65 keyboard layout. The switches have a unique feel to them and the design looks sleek.
Joshua ," March 8, 2023",Rating: 5,,Was skeptical because of the high praise Nadeshot was giving since he is partnered with them. This is a custom keyboard for lazy people who don’t want to build and do research themselves. 5/5 and I’ll definitely be buying more from them in the future.
Coby ," March 7, 2023",Rating: 5,Best stock keyboard I’ve bought,This keyboard seriously sounds just like the demonstration video on its webpage. The switches are very smooth and the print and design are all very clean and the acrylic bottom shows off the rgbs well. You can also still use your f row keys and other multimedia function keys with the fn key
Steven ," March 6, 2023",Rating: 5,Amazing!,"Going from a razer huntsman to this is a game changer! I had no idea what I missing out on. Perfect sounding, down to the feel and response of each key. I am working on posting a tik tok review after my first 2 weeks with this keyboard. Stay tuned on TT: its5T3V3N"
Nathan ," March 24, 2023",Rating: 5,Incredible!!,This keyboard is super good! Best sounding keyboard i have purchased. If you are looking for a new keyboard dont sleep on this one.
khalid ," May 22, 2023",Rating: 5,SNOWSTONE IS GOODDD,BEST KEYBOARD ONGGG
Damien ," March 4, 2023",Rating: 5,WHAT ARE YOU WAITING FOR,This will hands down be the best keyboard you will ever purchase in your entire life. I now can type 420 words per minute and not miss spell a thing. thank you higround for providing the best service i have ever gotten.
Michaela ," April 4, 2023",Rating: 5,Happy customer,"Absolutely great, functional and looks amazing. 
Thank yoj. Delivery was fast considering the distance."
Chevy ," May 7, 2023",Rating: 5,Clean,I love the look and feel of the keyboard
Tim ," March 31, 2023",Rating: 5,Snowstone 65% Keyboard,"My first mechanical keyboard and I'm super happy with it, built quality is amazing and the sound is a 10/10."
Joseph ," April 27, 2023",Rating: 4,Keyboard rating,It is a very good and solid leyboard especially if you are going to be using it daily
Matt ," April 24, 2023",Rating: 5,You can feel the quality when you first lift it out of the box,"Great quality, customization is unique, overall solid keyboard."
Erena ," April 13, 2023",Rating: 5,Super,Highly recommend to all. Great service and product. Thank you from New Zealand 🇳🇿
Skylar ," May 23, 2023",Rating: 5,Keyboard,Awesome
John ," May 18, 2023",Rating: 5,"It’s really nice switches for the price you pay, you’ll love it",it’s really nice
Nate ," May 10, 2023",Rating: 5,I love,It sounds and feels so nice
Brady ," April 7, 2023",Rating: 5,Great quality for the price,"The keyboard is very smooth and feels nice to the touch, the switches sound amazing too!"
Nicole ," February 25, 2023",Rating: 5,Finally found THE ONE,"I don't know how many keyboards I have had to purchase for my son. They never feel right, click right or sound right. He absolutely LOVES the snowstone. We will definitely buy from you in the future"
Kenneth ," March 8, 2023",Rating: 5,Love it,Definitely one of the best premium keyboards on the market and the sound is exactly what I was looking for definitely will be getting more
Luis ," February 22, 2023",Rating: 4,Something Idk,"The keyboard is not bad. The only disappointment I have with it is the sound of the spacebar. I had hoped it was just as quiet as the keys, but it has a “thunk” type of sound. It’s still overall better than my last keyboard, except it’s lacking it’s own F keys and number pad."
Justin ," March 10, 2023",Rating: 3,There are brown marks on the outer shell of the keyboard,"I don’t know if these marks are a part of a manufacturing error but I cant seem to get it off, even with isopropyl alcohol, and it’s really bothering especially because of how visible it is on the clear white casing. Is there anyway I can get rid of these or get a new casing??"
Nico ," May 3, 2023",Rating: 5,Very Nice,Sounds good with no problems
Tanya ," May 14, 2023",Rating: 5,,Perfect
Keniel ," April 19, 2023",Rating: 5,Best keyboard best switches good cuality,Best keyboard ever great keyboard for its prize
liam ," April 27, 2023",Rating: 5,great,its a great keyboard keep it up
Antonio ," May 8, 2023",Rating: 5,,ye
Jose ," April 17, 2023",Rating: 1,,Never received it
Jeffery ," April 3, 2023",Rating: 5,Best keyboard yet,"Great keyboard, sounds the best and I just love typing on it ."
Chase ," February 4, 2023",Rating: 5,,"Absolutely beautiful keyboard. This keyboard sits great on my desk and it just sounds absolutely amazing. This is a keyboard for you if you like a slight slight slight stiffer typing, you’ll notice it at first but after you use it for a day you won’t notice a thing. The white flame switches are awesome and the topographic design tops everything off including the RGB. I highly recommend this keyboard if you are looking for a new one👍"
Damon ," May 1, 2023",Rating: 5,,❤️
Derek ," January 31, 2023",Rating: 5,This keyboard is worth every penny!,"I have been piecing together everything I need for a gaming setup, and one of the most crucial parts in my opinion is a good keyboard. 

After doing some extensive research, I decided I wanted to go down the mechanical keyboard route. And although I never owned one prior to purchasing this, I decided to take a leap of faith.

Let me tell you this keyboard has such a premium feel to it and sounds phenomenal. I will definitely be purchasing from Higround again in the future!"
Collin ," January 31, 2023",Rating: 5,I might be a bit biased...,"So the first thing I did when I saw this keyboard was gasp. I for one am new to keyboards as I only have a G Skill full rgb keyboard prior, which was a hand-me-down from my uncle. I looked into various articles, youtube videos and saw the overall controvery whirling around the brand. People throwing out names like Keychron, Tofu keyboards and so forth. But the sound, and designs...

The appearance of this keyboard was amazing, and I knew I had to buy it. 

It did take awhile to ship. I wish there were ways to actually have it ship much faster and sooner. But as soon as the keyboard arrived into my hands; I was downright ecstatic!

I know the Higround brand is overall pricey and controversial; but the keyboard is really high quality. It sounds great, feels durably and not like plastic, but it also comes with various rgb options which I don't really care about. The tools it came with like the switch remover and keycap puller is a definite good start at getting into keyboards! I will say that contrary to many reviews, the switch puller is not at all hard to use and the keyboard itself is great. Overall the keys have a tiny bit of resistance. But it's super easy to press and the sounds make it all the more satisfying. It makes doing homework and chatting much more relaxing and overall fun! Of course if you're not into the sound that the white flame switches bring to the table, or the design of the keycaps then this is not the keyboard for you. Overall; the keycap's price is 50$ USD, which means I'm paying 85 dollars for the base, switches and rgb and so forth. So if you don't like the switches or keycaps design; then sure buy a different keyboard. But if your here for the design and overall amazing sound that I think the white flame switches provide; this is the keyboard for you."
Alfredo ," April 10, 2023",Rating: 5,,Great keyboard amazing stock sound
Matthew ," February 6, 2023",Rating: 5,,"Best keyboard I have ever bought! From the sounds to the looks this keyboard has changed the game for me, will definitely purchase another!"
Joshua ," March 24, 2023",Rating: 5,Great out of the box,Great upgrade or starter into the mechanical keyboard area.
Alex ," April 10, 2023",Rating: 5,good quality for the price,A very smooth keyboard.
Bailey ," March 30, 2023",Rating: 5,Great keyboard,Love the feel and the sound! Great keyboard
tzuen ," February 24, 2023",Rating: 5,Great keyboard!,I wish they comes in with mac option as I am using mac. They Should have mentioned it in their description.
Brady ," January 21, 2023",Rating: 5,Amazing!,"This keyboard is amazing, it’s really thocky and smooth. I use it for gaming and it works perfectly. It’s a def cop for the price. And the lighting is amazing. Overall I really recommend this keyboard!"
Marlon ," April 6, 2023",Rating: 4,,Space bar is broken
Rose ," January 22, 2023",Rating: 5,Sleek and High Quality!,"Sleek, modern, high quality, cool, and everything in between. This key board is without a doubt a head turner, unbelievably beautiful and performs amazing."
Juan ," March 3, 2023",Rating: 5,w keyboard,best keyboard ive owned and def the 1 of the best prebuilt keyboards out rn ong
Aiden ," March 21, 2023",Rating: 5,love the keyboard,what i was looking for and its so attractive
Tyson ," February 14, 2023",Rating: 5,BEST KEYBOARD,I really like the keyboard its smooth and love the sounds and the cool features it has with the higround app
Vince ," March 27, 2023",Rating: 5,,Sounds great very smooth
Jodi ," April 5, 2023",Rating: 5,Love it,Great
Isac ," March 23, 2023",Rating: 5,Keyboard,Best Keyboard I’ve ever used!
Augustin ," March 7, 2023",Rating: 5,,First ever gaming keyboard and it did not disappoint!!!! :)
Andrew ," January 9, 2023",Rating: 5,Happy as could be,This keyboard sounded great on all the YouTube videos I watched and decided to give it a shot. This thing is absolutely beautiful. Looks great feels greats and sounds amazing. The TTC White Flame switches are insanely good and the RGB of the keyboard is beautiful. 12/10
Christian ," March 20, 2023",Rating: 5,AMAZING,Best keyboard ever purchased...
Derek ," February 17, 2023",Rating: 5,Keyboard,Personally my favorite keyboard I've own. First 65% keyboard I've owned and is awesome
Derek ," March 11, 2023",Rating: 5,Perfect,Just the sound and feel I was looking for.
Thomas ," January 25, 2023",Rating: 5,Best keyboard for the price!,"This is the best sounding, feeling, and overall built keyboard I have ever owned. I definitely recommend this to everyone!"
Evan ," February 2, 2023",Rating: 5,Amazing keyboard,This keyboard is a great size and feels great. The switches sound amazing and the colors go well together.
Sadiki ," February 19, 2023",Rating: 5,Simply beautiful!,"Looks right at home on my set up, tactile, and feels great with a keyboard."
Mark ," February 18, 2023",Rating: 5,10/10 Keyboard,"This keyboard is very, very nice. It thoccs greatly, and the colors are nice."
Shawn ," February 2, 2023",Rating: 5,Extremely nice,"Sounds and feels amazing, the colors that this keyboard provides are nice but you will need a wrist rest"
Leo ," March 28, 2023",Rating: 5,Very good 10/10,10/10
Carter ," March 19, 2023",Rating: 5,I haven’t received my keyboard or mouse pad,I have not received it
Cole ," December 31, 2022",Rating: 5,Amazing,"The SnowStone looks, feels and performs amazing! I had this thing in my cart for 2 weeks and went back and fourth about it. I wish I wouldnt of waited for so long to buy it! Getting this board has sparked an interest in me to purchase and collect these amazing keyboards. If you are considering ordering one, DO IT!"
Arial ," December 29, 2022",Rating: 5,10/10 will be purchasing another!,"My fiancé wanted a higround keyboard for so long! Finally found this one that really caught his attention, purchased as his Christmas gift this year. He says it’s one of the best gifts by far. The mechanics of the key caps are so crisp, the design and feel of this keyboard is top tier quality! I have never been so happy with a purchase before. I will definitely be ordering my keyboard next! Awesome job!"
Nikita ," December 28, 2022",Rating: 5,Snowboard Keyboard,"It sounds very nice and has a bit of heft to it so it is very good material and you can swap the keys and switches if you want, over all is a ver good product and would recommend"
allessandro ," December 28, 2022",Rating: 5,Snowstone Keyboard,"This is hands down the highest quality keyboard I’ve ever owned, it’s amazing for people who are looking for a great entry level mechanical pre built. Now although the keyboard is great, I expect to see further improvement with the downloadable software for the rgb and more personal customization features."
Pascal ," March 9, 2023",Rating: 5,Amazing,Really high quality and design
vicki ," February 27, 2023",Rating: 5,Love,Love the feel of the keys and it looks so cool
Christian ," March 19, 2023",Rating: 5,,kinda clean
Jahir ," December 21, 2022",Rating: 5,So happy,I am so happy with it my set up looks so much better it feels so good and just crispy one of the best purchases for my setup a must buy if you want an amazing looking and sounding keyboard
Daytona ," March 18, 2023",Rating: 5,,Mwah
Shannon ," March 13, 2023",Rating: 5,Love it,It is great
James ," February 26, 2023",Rating: 5,keyboard,I love this keyboard is is great
Paul ," January 16, 2023",Rating: 5,High Quality,One of the smoothest feeling keyboards I’ve ever used. The quality is off the charts and it looks great.
Evan ," February 7, 2023",Rating: 5,,This keyboard sounds amazing and looks awesome. Good size too.
Derrick ," March 6, 2023",Rating: 5,,Pretty solid
Michael ," January 8, 2023",Rating: 5,,Thing is unbelievable. The quality and feel of this thing is un real! Genuinely cannot believe it’s a prebuilt
johnred ," February 28, 2023",Rating: 5,yes,it’s really good
Zachary ," February 7, 2023",Rating: 4,Love it,"Love the keyboard, only put 4 stars because there’s always room for improvement !"
IAN ," February 26, 2023",Rating: 5,Snowstone base 65,Fantastic keyboard
Nick ," December 8, 2022",Rating: 5,,"Best keyboard I have had for the price. No need to mod or alter it, has a great feel and thocc (deep sound) out of the box. Higround has truly stepped up their game, and are worth a try."
Jacob ," December 8, 2022",Rating: 5,Highest of quality,i am coming off a logitech and matrix keyboard both of which were good but the quality of this keyboard is insane the keys on every other i have tried have felt very mass produced and like cheap plastic (that’s obvious but you get what i mean) whereas these keys feel extremely well made and a much higher quality and the lighting color range and presets are so cool and unique they have you’re basic colors and every shade in between involved
Connor ," December 6, 2022",Rating: 5,Beautifully Built,The only complaint i can find about this keyboard is the absence of the F keys (only because that's an inventory button of mine hehe). But I'm sure I will survive due to impeccably smooth keystrokes and seemingly optimal responsiveness. Also can not say enough about the simple yet well designed art of the keyboard. All in all I am a novice user as of yet but this is my favorite peripheral purchase so far!
Jared ," February 20, 2023",Rating: 5,Perfect Keyboard,Sounds Amazing. Love it
Dylan ," December 23, 2022",Rating: 5,Mint.,My first keyboard from the Highground co. But one of my favorites I have ever had. I love the way it feels and it’s a solid build.
Juan ," December 20, 2022",Rating: 5,,They surprised me with the sound of the switches and most e specially the dampeners. I love it how simple and looks premium for me.
Connor ," February 3, 2023",Rating: 2,Broken key,The shift key on the left side of the board was broken. I believe it was the stabilizer
Juan ," December 31, 2022",Rating: 5,Snowstone Keyboard,It really feels premium! I hope I can get a 100 thieves X Higround collaboration keyboard sooner. Thank you!
Eric ," February 12, 2023",Rating: 5,Its great,It sounds and looks so good.
chris ," February 10, 2023",Rating: 5,Awesome.,Best keyboard i’ve ever bought💯
Cole ," February 9, 2023",Rating: 4,,Missing a screw in the board
Jayden ," January 18, 2023",Rating: 5,,Really like the keyboard n honestly would like to get another soon
Alexander ," February 21, 2023",Rating: 5,,Great
Zaiyana-Elane ," February 19, 2023",Rating: 5,,🦦love it
Hayden ," November 25, 2022",Rating: 5,"Great product, great value","This is probably the best prebuilt board I've bought for the price. The casing has good weight and the inside contains a silicon dampening sheet, the RGB also glows well through the semi-transparent shell. The key caps feel thick and I love the pattern and side printing. The switches feel well lubed and have a good, creamy pop sound. I'm especially impressed with the stabilizers, there's almost 0 rattling anywhere on the board and that's a tall task with a space bar. I don't even think I have any additions I would add to this board, 10/10."
Jake ," January 1, 2023",Rating: 5,Great Keyboard,Much better than I expected!! Especially for the price. Definitely buy it if you are considering
Robert ," December 5, 2022",Rating: 5,This keyboard is great!,This is one of the best keyboards I have ever owned! it sounds extremely nice as well as looking even better! Would not want any other keyboard
james ," December 31, 2022",Rating: 5,Key board for grandson,This key board was for my grandson and he told me it was awesome the best key board he ever had
Nicholas ," February 18, 2023",Rating: 5,,So gas
Diesel ," January 25, 2023",Rating: 5,,It’s a great keyboard I definitely recommend it
Jesus ," January 22, 2023",Rating: 4,Upgrade,This is an upgrade from my last keyboard. I love the switches!!
Denise ," January 8, 2023",Rating: 5,It’s Really Good,"It’s quiet, feels good to the touch, and the light display is awesome!"
Jaleel ," February 11, 2023",Rating: 5,Keyboard,Great
Ethan ," February 5, 2023",Rating: 5,W keyboard,Feels great
Talyn ," December 2, 2022",Rating: 5,Amazing,"One of the best pre-built keyboards you could buy that also isnt too expensive, pre-lubed switches just tie it all together."
Halle ," November 9, 2022",Rating: 5,Amazing!!!,"I originally purchased this keyboard because I really liked the topographic design and I wasn't sure about the switches but I ended up LOVING them. Won't be hot-swapping this board for a while, if at all, because the switches are super smooth and soft to type on, they are currently my personal favorite.
The RGB is a really cool touch too and there are plenty of modes and colors to choose from.
Overall, this board needs no modifications whatsoever as it already sounds great right out of the box, and looks great too. Thank you Higround!"
Joseph ," January 17, 2023",Rating: 4,,good keyboard for the price keep it up!
Richie ," November 3, 2022",Rating: 5,Can't beat this price,"Absolutely love this keyboard. This is my first ""custom"" keyboard and I am extremely impressed. The switches on this keyboard sound absolutely amazing, and feel great. Not to mention the amazing design and RGB lighting options. When ordering, I was a bit skeptical on the letter symbols being on the sides of the keycaps as apposed to on top. However, when you have the keyboard on your desk you can see the letters and symbols perfectly. Overall, a great keyboard and most definitely can't beat the price."
Joshua ," December 22, 2022",Rating: 5,Great quality,Upgrade keys and switches from my previous keyboard. Even got stickers yo!
Kenneth ," January 12, 2023",Rating: 5,I love it!,Fits great with my upcoming setup!
Dylan ," December 1, 2022",Rating: 5,Luxury Hype keyboard,Love it. I play games and make beats on FL Studio with this thing. It fits my vibe and has made me more creative.
Spencer ," December 7, 2022",Rating: 5,,This is my first real mechanical keyboard and I love it super well done switches feel really good.
Peter ," January 16, 2023",Rating: 5,,Best keyboard I've ever had
Trevor ," December 26, 2022",Rating: 5,,Heavy durable amazing key caps and switches. 10/10 keyboard
Kenneth ," January 21, 2023",Rating: 5,,I love it!
Kwanza ," November 23, 2022",Rating: 5,Exceptional,"Worth my money. My son is a gamer and he loves it. 
No issues with shipping. Compact and smooth keys.
Awesome keyboard"
Tyeson ," January 10, 2023",Rating: 5,,literally peak keyboard tbh
Megan ," January 13, 2023",Rating: 5,,Love it. Works great.
James ," January 3, 2023",Rating: 5,,It was for my grandson and he loved it
Oscar ," December 7, 2022",Rating: 5,High quality keyboard!,Switches sound amazing and keyboard feels high quality. Lighting effects look great too
Jace ," January 16, 2023",Rating: 5,,great prebuild
Frances ," January 3, 2023",Rating: 5,,Amazing! My son is very happy!
Jonan ," January 17, 2023",Rating: 5,,Great
Noah ," November 21, 2022",Rating: 5,11/10 BOARD,"From the keycaps, switches, to the board. This thing is better than I imagined! Definitely recommend buying"
Justin ," December 5, 2022",Rating: 5,Insane,"So much better than what I expected. Built solid, looks great, and sounds amazing"
Jose ," January 1, 2023",Rating: 5,Amazing,I really like the keyboard!
Cole ," October 19, 2022",Rating: 5,"Amazing kb, simple as such","Was very eager to finally have what quality feels like, and highground delivered just that! Would definitely reccomend this if you’re getting into the keyboard rabbit hole and have a expendable budget :)"
Trent ," January 11, 2023",Rating: 5,Keyboard,Love it
Monika ," October 16, 2022",Rating: 4,"Lovely, just lovely","I loooove it!! Love the look, the tapping sound, the rgb light patterns.... great! The only thing is that i forgot that its qwerty and not qwertz. But still works well. Oh and the clicking sound from the spacebar is different, which distracts me sometimes. Still a great purchase
Greetings from Vienna 💛"
Jose ," January 8, 2023",Rating: 5,,Amazing
Jake ," October 13, 2022",Rating: 5,MUST BUY,"Bought the snow stone keyboard, previously I was using a ducky one 2 sf and this keyboard blows it out of the water, the switches are so smooth and the quality is unmatched. The keyboard looks stunning with and without RBG. A must buy keyboard for anyone who games or uses a computer for work or school."
Trevor ," October 29, 2022",Rating: 5,holy cow,"i love this keyboard, it sounded good stock, but even better after i put in my ttc titan heart switches! 10/10 would purchase again"
Kim ," January 1, 2023",Rating: 5,Keyboard,He loved it.
Roberto ," December 29, 2022",Rating: 5,Christmas present,Son loved it!
Cathy ," December 29, 2022",Rating: 5,,feels good
Carsten ," October 28, 2022",Rating: 5,Awesome keyboard!!,I wasn’t expecting the true sound on this thing. Sounds like lego bricks😍. Mix between creamy and thocky. Perfect keyboard
Christina ," December 21, 2022",Rating: 5,Keyboard,Love love love it 💕💕
Mateo ," November 28, 2022",Rating: 5,,"Great quality, exactly what's expected of what you're buying"
Dawson ," October 2, 2022",Rating: 5,Excellent,Love the keyboard had a ducky before and decided I wanted to get a new one and I instantly fell in love with this keyboard. The texture on the actual key caps and the switches themselves are amazing.
Daniel ," October 1, 2022",Rating: 5,AMAZING KEYBOARD!,"I absolutely love this keyboard! It was something that I considered getting for a long time and I'm so happy that I did. Highly suggest anyone considering this keyboard to grab one before they run out! They're definitely worth it and the keyboard not only looks great and sounds great, but feels amazing as well! Fantastic product. 10/10"
fabian ," December 3, 2022",Rating: 5,5 stars,Quality feels great & service was great as well.
Samantha ," September 26, 2022",Rating: 5,Amazing keyboard!,This is my 1st Higround purchase and I'm so happy with my purchase. The custom made keycaps are so smooth to use and is so well made! I don't think Ill ever go back to any other keyboard again!
Zachary ," September 26, 2022",Rating: 5,I LOVE IT,It sounds and feels incredible. I was using a 15-dollar keyboard that my buddy gave me when I started playing Valorant. Now I feel that I can be a different animal AND the same beast in Valorant. Thank you for such a well-built and beautiful Keyboard. The stickers where a great touch as well:)
Jesse ," September 25, 2022",Rating: 5,.,The keyboard is nice aesthetically. It looks great and has a very satisfying sound. The rgb is really bright and the case is semi translucent so you can see the rbg all around the keyboard. I’m really glad I purchased it!
marshall ," September 24, 2022",Rating: 5,pretty good,"i can easily say it met and then exceeded my expectations, which were already pretty high. the design of the keyboard is obviously j perfect, executed wonderfully. the keys are extremely smooth and for those of you who love them key clicks these are top notch. and then the rgb function was put together flawlessly, many different modes all extremely cool and all have different vibes w them as well very happy w this purchase"
Danny ," September 23, 2022",Rating: 5,"First ""real"" keyboard",This Higround board was the first time I bought a keyboard that wasn't from a gaming brand like Razer or Logitech and I cannot believe I waited this long to buy one. The lubed switches sound great and the keycaps are a perfect texture for typing and gaming. This is the best feeling keyboard ever and it has definitely gotten me into building keyboards as well.
Caleb ," December 2, 2022",Rating: 5,,great feel and buttery smooth
Christian ," December 5, 2022",Rating: 5,,Looks and feels great
Justin ," November 22, 2022",Rating: 5,10/10,"Highest quality, very happy with my purchase"
James ," November 18, 2022",Rating: 5,RGB is amazing,great small keyboard with amazing light options
Tobey ," October 4, 2022",Rating: 5,"Great keyboard, dope company.","This thing really met my expectations. For $130 you really get a great sounding thocc, excellent design, and superb tactile feel."
Jackson ," November 15, 2022",Rating: 5,,I had a very good experience ordering this product.
Addison ," December 10, 2022",Rating: 5,,Great
Jordy ," November 22, 2022",Rating: 5,,never felt a keyboard like this
Caleb ," November 28, 2022",Rating: 5,,It’s sounds amazing
Kyle ," December 8, 2022",Rating: 5,,Gg
Joshua ," November 28, 2022",Rating: 5,,Amazing keyboard
Aubrey ," September 25, 2022",Rating: 5,exceeded my expectations,been waiting to get my hands on a higround keyboard for a while and i was very pleased with the keyboard’s quality and sound
Mitch ," September 26, 2022",Rating: 5,Best Keyboard I’ve Gotten Yet,First Higround keyboard. Will be continuing to buy them when new collabs come out. Sounds and performs amazingly.
Daegan ," October 14, 2022",Rating: 5,LOVE IT,This keyboard is amazing. Everything about it. The perfect fit to my setup
Josh ," November 19, 2022",Rating: 5,Higround keyboard,Perfect
RICHARD ," November 15, 2022",Rating: 5,,It’s perfect
Tao ," October 21, 2022",Rating: 5,,Great keyboard with a huge variety of color patterns
Matthew ," October 30, 2022",Rating: 5,,Super clean looks great feels amazing
Timothy ," October 31, 2022",Rating: 5,Incredible,Satisfied is an understatement
Dylan ," September 29, 2022",Rating: 4,Great keyboard just a little overpriced,Everything about it is beautiful. Just for a 60% layout all that money is expensive. Happy to support a company like this. Quality product
kareem ," October 29, 2022",Rating: 5,Keyboard review,simply the best keyboard i ever had
Jerome ," September 26, 2022",Rating: 5,The best,Awesome details and sounds great ! Love it on my desk and Love it for gaming and productivity.
Tristan ," September 26, 2022",Rating: 5,SnowStone Keyboard,Super dope keyboard. Everything I wanted. Love the sound of the caps and the overall quality.
Kobe ," October 24, 2022",Rating: 5,,Best keyboard I have ever had. Thank you.
Jess ," September 26, 2022",Rating: 5,Perfection,"Sounds, looks, and feels incredible! Cant see myself ever wanting to replace this one!"
Luis ," October 22, 2022",Rating: 5,,Best keyboard for its price
jarrod ," October 23, 2022",Rating: 5,,Solid pre build no fuss
Cole ," October 26, 2022",Rating: 5,,amazing keyboard
Joshua ," October 5, 2022",Rating: 5,Best ever,I love this keyboard so muuch best ever ..........
Lyndee ," October 19, 2022",Rating: 5,5 star review,Awesome!
Lathan ," September 29, 2022",Rating: 5,Perfect,"Love the feel of it and the look, very clean"
Chris ," September 26, 2022",Rating: 5,Best keyboard I’ve bought,It sounds so good feel great definitely worth it
Andrew ," September 28, 2022",Rating: 5,🔥🔥,100% the best keyboard I have ever used
Jerome ," October 2, 2022",Rating: 5,,Awesome keyboard all around
Rip ," October 10, 2022",Rating: 5,,Awesome!!!
Davis ," September 24, 2022",Rating: 5,"Beautiful, high quality, RGB is great, satisfying key clicks.",Great keyboard no complaints!
Caleb ," September 26, 2022",Rating: 5,10/10,A true piece of art
Adam ," October 2, 2022",Rating: 5,,Awesome
